fact_id,context,claim,label,claim_type
ichiran,"Da Ichiran, nota catena di ramen, si mangia in postazioni individuali divise da pannelli; l'ordine si effettua alla macchinetta dei biglietti all'entrata e diversi locali restano aperti 24 ore su 24.",In primavera il parco del castello di Himeji si riempie di ciliegi in fiore.,2,neutral_easy
shinkansen_tokyo_kyoto,Lo Shinkansen Nozomi collega Tokyo a Kyoto in circa 2 ore e 15 minuti. Un biglietto di sola andata con posto riservato costa circa 14000 yen.,Sui Nozomi sono disponibili vagoni con posti non riservati.,2,neutral_hard
konbini,"In Giappone i minimarket (konbini) quali 7-Eleven, Lawson e FamilyMart restano aperti 24 ore su 24: vendono piatti pronti e bevande e offrono ATM, stampa documenti e pagamento delle bollette.",Nei konbini si possono pagare le bollette.,1,entailment
momiji,"A Kyoto il momento migliore per il momiji, il foliage autunnale degli aceri, è di norma tra metà e fine novembre, con i giardini dei templi che si colorano di rosso.",Il picco del momiji a Kyoto è a giugno.,0,contradiction
universal_osaka,"Gli Universal Studios Japan di Osaka richiedono il biglietto d'ingresso (Studio Pass); per l'area di Super Nintendo World nei giorni affollati serve anche un biglietto a orario (timed entry ticket), gratuito, da prenotare tramite l'app ufficiale.",Per gli Universal Studios Japan serve lo Studio Pass.,1,entailment
onigiri_price,In Giappone si può mangiare spendendo poco: una ciotola di gyudon da Yoshinoya o Sukiya costa sui 500-700 yen e un ramen in un ristorante medio costa attorno ai 1000 yen.,Molte catene giapponesi servono i pasti in pochi minuti.,2,neutral_hard
capsule_hotel,"I capsule hotel in Giappone offrono capsule singole impilate su due file, con servizi igienici condivisi; spesso i piani sono divisi per genere e una notte costa in media tra 3000 e 6000 yen.",Una notte in capsule hotel costa in media 50000 yen.,0,contradiction
fushimi_inari,"Fushimi Inari Taisha, il santuario di Kyoto noto per i tunnel di torii vermigli, non richiede alcun biglietto d'ingresso ed è visitabile a qualsiasi ora, ogni giorno dell'anno.",In molti templi giapponesi è necessario togliersi le scarpe.,2,neutral_easy
universal_osaka,"Gli Universal Studios Japan di Osaka richiedono il biglietto d'ingresso (Studio Pass); per l'area di Super Nintendo World nei giorni affollati serve anche un biglietto a orario (timed entry ticket), gratuito, da prenotare tramite l'app ufficiale.",Super Nintendo World non richiede mai biglietti a orario.,0,contradiction
ghibli_museum,"Il Museo Ghibli di Mitaka, a Tokyo, vende i biglietti solo su prenotazione anticipata: non è possibile acquistarli in loco. All'interno del museo è vietato fotografare e filmare.",Il Museo Ghibli non richiede alcuna prenotazione.,0,contradiction
shinkansen_tokyo_kyoto,Il treno ad alta velocità Nozomi impiega circa 2 ore e 15 minuti da Tokyo a Kyoto; la sola andata con posto riservato costa intorno ai 14000 yen.,Il Nozomi è un treno che collega Tokyo e Kyoto.,1,entailment
golden_week,La Golden Week giapponese è una serie di festività nazionali che cade tra la fine di aprile e l'inizio di maggio: in quei giorni treni e hotel sono estremamente affollati e i prezzi salgono sensibilmente.,Durante la Golden Week gli hotel sono molto affollati.,1,entailment
chopsticks,"Nel galateo giapponese è considerato di cattivo gusto piantare le bacchette verticalmente nel riso, perché richiama i riti funebri; allo stesso modo non si deve passare il cibo da bacchette a bacchette.",In Giappone infilare le bacchette in verticale nel riso è un segno di rispetto.,0,contradiction
onigiri_price,"Mangiare in Giappone può essere economico: un pasto in una catena di gyudon come Yoshinoya o Sukiya costa circa 500-700 yen, mentre un ramen in un locale medio si aggira sui 1000 yen.",Suica e Pasmo sono carte ricaricabili.,2,neutral_easy
gion,"Nel quartiere di Gion a Kyoto, dal 2024 è vietato ai turisti entrare in alcuni vicoli privati; chi viola il divieto rischia una multa di 10000 yen. Le strade pubbliche principali come Hanamikoji restano accessibili.",A Gion i turisti possono entrare liberamente in tutti i vicoli privati.,0,contradiction
shoes_off,"Entrando in una casa giapponese, in un ryokan o in molti templi bisogna togliersi le scarpe nel genkan, l'area di ingresso, dove di solito sono disponibili pantofole per l'interno.",Nelle case giapponesi ci si toglie le scarpe all'ingresso.,1,entailment
cash_japan,"In Giappone il contante resta importante: nonostante la diffusione dei pagamenti digitali, parecchi piccoli ristoranti, templi e botteghe accettano soltanto contanti, quindi conviene portare con sé qualche migliaio di yen.",In Giappone il contante è stato completamente abolito.,0,contradiction
onsen_tattoo,"Numerosi onsen tradizionali in Giappone vietano o limitano l'ingresso a chi ha tatuaggi, anche se alcune strutture li accettano se coperti con un apposito cerotto. È inoltre obbligatorio lavarsi bene il corpo prima di immergersi.",Alcuni ryokan dispongono di vasche private prenotabili.,2,neutral_hard
teamlab,Per visitare teamLab Planets a Tokyo bisogna comprare online un biglietto con fascia oraria; un adulto paga 3800 yen. Il percorso si affronta scalzi perché in alcune sale si cammina nell'acqua.,Alcune installazioni di teamLab Planets prevedono di camminare nell'acqua.,1,entailment
jrpass,"Il Japan Rail Pass ordinario da 7 giorni costa 50000 yen e consente viaggi illimitati sulla rete JR, inclusi gli Shinkansen Hikari e Kodama, ma non è valido sui treni Nozomi e Mizuho.",Il Japan Rail Pass copre anche i treni Nozomi senza supplementi.,0,contradiction
capsule_hotel,"Nei capsule hotel giapponesi si dorme in capsule individuali disposte su due livelli; i bagni sono in comune, molte strutture hanno piani separati per uomini e donne e il prezzo medio per notte va da circa 3000 a 6000 yen.",Alcuni capsule hotel moderni offrono capsule con TV integrata.,2,neutral_hard
ryokan,Nei ryokan tradizionali si dorme su futon stesi sul tatami e la tariffa include spesso la cena kaiseki e la colazione; il check-in avviene in genere tra le 15:00 e le 17:00.,Nei ryokan si dorme esclusivamente su letti occidentali a molle.,0,contradiction
tokyo_skytree,"Con i suoi 634 metri, la Tokyo Skytree è la torre più alta del Giappone e offre due piattaforme panoramiche: il Tembo Deck a quota 350 metri e la Tembo Galleria a 450 metri.",Alla base della Skytree si trova il centro commerciale Solamachi.,2,neutral_hard
luggage_forward,"Il servizio di spedizione bagagli takkyubin permette di inviare le valigie da un hotel all'altro in Giappone, in genere con consegna il giorno successivo e un costo di circa 2000-3000 yen a collo.",Spedire una valigia con il takkyubin costa circa 2000-3000 yen.,1,entailment
arashiyama,"Ad Arashiyama, nella zona ovest di Kyoto, il sentiero nella foresta di bambù è gratuito e aperto a qualsiasi ora; per trovare poca gente conviene andarci al mattino presto.","Le scimmie si vedono più facilmente in inverno, quando fa freddo.",2,neutral_easy
tsuyu,"La stagione delle piogge (tsuyu) in gran parte del Giappone va all'incirca da inizio giugno a metà luglio, con piogge frequenti e alta umidità; Hokkaido ne è in gran parte esclusa.",Durante la tsuyu l'umidità è elevata.,1,entailment
chopsticks,"Secondo l'etichetta giapponese non bisogna mai infilare le bacchette in verticale nella ciotola di riso, gesto legato ai funerali, né passarsi il cibo direttamente da bacchette a bacchette.",Nei ristoranti giapponesi le bacchette usa e getta si chiamano waribashi.,2,neutral_hard
hiroshima_peace,"A Hiroshima, il Museo Memoriale della Pace costa 200 yen per gli adulti; apre alle 8:30 e l'orario di chiusura cambia in base alla stagione.",L'orario di chiusura del museo varia con la stagione.,1,entailment
todaiji,"Il tempio Todai-ji di Nara custodisce il Grande Buddha, una statua in bronzo alta circa 15 metri. L'ingresso alla Sala del Grande Buddha costa 800 yen per gli adulti.",Un biglietto Tokyo-Kyoto sul Nozomi con posto riservato costa circa 14000 yen.,2,neutral_easy
onsen_tattoo,"Numerosi onsen tradizionali in Giappone vietano o limitano l'ingresso a chi ha tatuaggi, anche se alcune strutture li accettano se coperti con un apposito cerotto. È inoltre obbligatorio lavarsi bene il corpo prima di immergersi.","Al Senso-ji è possibile estrarre gli omikuji, i biglietti della fortuna.",2,neutral_easy
tipping,Lasciare la mancia in Giappone non è consuetudine e nei ristoranti può addirittura mettere in imbarazzo il personale. Di norma si paga alla cassa e non al tavolo.,In Giappone molti locali offrono acqua o tè gratuitamente.,2,neutral_hard
onigiri_price,In Giappone si può mangiare spendendo poco: una ciotola di gyudon da Yoshinoya o Sukiya costa sui 500-700 yen e un ramen in un ristorante medio costa attorno ai 1000 yen.,Il gyudon è una ciotola di riso con striscioline di manzo.,2,neutral_hard
visa_italy,"I cittadini italiani possono entrare in Giappone per turismo senza visto per soggiorni fino a 90 giorni, con passaporto valido per tutta la durata del viaggio.",Il modulo di ingresso si può precompilare online con Visit Japan Web.,2,neutral_hard
konbini,"I konbini giapponesi come 7-Eleven, Lawson e FamilyMart sono aperti 24 ore su 24 e offrono cibo pronto, bevande, prelievo bancomat e servizi come la stampa di documenti e il pagamento delle bollette.",Nei konbini si possono pagare le bollette.,1,entailment
tipping,Lasciare la mancia in Giappone non è consuetudine e nei ristoranti può addirittura mettere in imbarazzo il personale. Di norma si paga alla cassa e non al tavolo.,I camerieri giapponesi si aspettano una mancia generosa.,0,contradiction
luggage_forward,"Il servizio di spedizione bagagli takkyubin permette di inviare le valigie da un hotel all'altro in Giappone, in genere con consegna il giorno successivo e un costo di circa 2000-3000 yen a collo.",Molti viaggiatori usano il takkyubin per spedire i bagagli in aeroporto.,2,neutral_hard
jrpass,"Il Japan Rail Pass ordinario da 7 giorni costa 50000 yen e consente viaggi illimitati sulla rete JR, inclusi gli Shinkansen Hikari e Kodama, ma non è valido sui treni Nozomi e Mizuho.",Il Japan Rail Pass conviene soprattutto per itinerari con molte tratte lunghe.,2,neutral_hard
tax_free,"In Giappone i turisti stranieri possono acquistare tax-free nei negozi aderenti per spese superiori a 5000 yen nello stesso giorno e nello stesso negozio, presentando il passaporto alla cassa.",Per il tax-free non è necessario alcun documento.,0,contradiction
konbini,"In Giappone i minimarket (konbini) quali 7-Eleven, Lawson e FamilyMart restano aperti 24 ore su 24: vendono piatti pronti e bevande e offrono ATM, stampa documenti e pagamento delle bollette.",Gli onigiri dei konbini costano in media tra 120 e 200 yen.,2,neutral_hard
tokyo_skytree,"La Tokyo Skytree è alta 634 metri ed è la torre più alta del Giappone; dispone di due osservatori, il Tembo Deck a 350 metri e la Tembo Galleria a 450 metri.",La Tokyo Skytree ha due osservatori panoramici.,1,entailment
arashiyama,"La foresta di bambù di Arashiyama, a ovest di Kyoto, è accessibile gratuitamente e sempre aperta; il momento migliore per visitarla evitando la folla è la mattina presto.",La foresta di bambù di Arashiyama apre solo dalle 10:00 alle 16:00.,0,contradiction
hiroshima_peace,"A Hiroshima, il Museo Memoriale della Pace costa 200 yen per gli adulti; apre alle 8:30 e l'orario di chiusura cambia in base alla stagione.",Il Museo Memoriale della Pace apre a mezzogiorno.,0,contradiction
tipping,"In Giappone non esiste la cultura della mancia: lasciarla nei ristoranti può risultare scortese o creare imbarazzo. Il conto si paga generalmente alla cassa, non al tavolo.",In Giappone molti locali offrono acqua o tè gratuitamente.,2,neutral_hard
tokyo_skytree,"La Tokyo Skytree è alta 634 metri ed è la torre più alta del Giappone; dispone di due osservatori, il Tembo Deck a 350 metri e la Tembo Galleria a 450 metri.",La Tokyo Skytree ospita anche un acquario alla sua base.,2,neutral_hard
shoes_off,"In Giappone è obbligatorio togliersi le scarpe prima di entrare nelle case private, nei ryokan e in molti templi; all'ingresso (genkan) si trovano spesso pantofole da indossare all'interno.",Nelle case giapponesi ci si toglie le scarpe all'ingresso.,1,entailment
konbini,"I konbini giapponesi come 7-Eleven, Lawson e FamilyMart sono aperti 24 ore su 24 e offrono cibo pronto, bevande, prelievo bancomat e servizi come la stampa di documenti e il pagamento delle bollette.",Nei konbini non è possibile prelevare contanti.,0,contradiction
chopsticks,"Nel galateo giapponese è considerato di cattivo gusto piantare le bacchette verticalmente nel riso, perché richiama i riti funebri; allo stesso modo non si deve passare il cibo da bacchette a bacchette.",Il gesto delle bacchette verticali nel riso richiama i riti funebri.,1,entailment
cash_japan,"Sebbene i pagamenti elettronici siano sempre più diffusi, in Giappone molti piccoli ristoranti, templi e negozi accettano solo contanti; è consigliabile avere sempre con sé alcune migliaia di yen.",Nessun ristorante giapponese accetta pagamenti in contanti.,0,contradiction
universal_osaka,"Gli Universal Studios Japan di Osaka richiedono il biglietto d'ingresso (Studio Pass); per l'area di Super Nintendo World nei giorni affollati serve anche un biglietto a orario (timed entry ticket), gratuito, da prenotare tramite l'app ufficiale.",L'ingresso agli Universal Studios Japan è libero e gratuito.,0,contradiction
himeji,"Il castello di Himeji, patrimonio UNESCO, è aperto dalle 9:00 alle 17:00 (ultimo ingresso alle 16:00). Il biglietto costa 1000 yen per gli adulti ed è chiuso solo il 29 e 30 dicembre.",Il biglietto del castello di Himeji costa 100 yen.,0,contradiction
hiroshima_peace,"Il Museo Memoriale della Pace di Hiroshima ha un biglietto d'ingresso di 200 yen per gli adulti ed è aperto dalle 8:30, con orario di chiusura variabile a seconda della stagione.",Il Museo Memoriale della Pace apre alle 8:30.,1,entailment
